,Date,Open,High,Low,Adj Close,Volume,Dividends,Change,Dollar,Dollar_rate,S&P500,DJIA,Nasdaq,interest,SamSung_close
247,2020-12-30,77400,81300,77300,79906.34375,29417421,0,3.45,1093.2,-0.46,3727.040039,30335.66992,12850.21973,0.935000002,81000
248,2021-01-04,81000,84400,80200,81879.33594,38655276,0,2.47,1088,0,3732.040039,30409.56055,12870,0.925999999,83000
249,2021-01-05,81600,83900,81600,82767.1875,35335669,0,1.08,1083.1,-0.45,3700.649902,30223.89063,12698.4502,0.916999996,83900
250,2021-01-06,83300,84500,82100,81090.13281,42089013,0,-2.03,1086.1,0.28,3726.860107,30391.59961,12818.95996,0.954999983,82200
251,2021-01-07,82800,84200,82700,81780.6875,32644642,0,0.85,1086.8,0.06,3748.139893,30829.40039,12740.79004,1.042000055,82900
252,2021-01-08,83300,90000,83000,87601.03125,59013307,0,7.12,1087.7,0.08,3803.790039,31041.13086,13067.48047,1.07099998,88800
253,2021-01-11,90000,96800,89500,89771.32813,90306177,0,2.48,1094.4,0.61,3824.679932,31097.9707,13201.98047,1.105000019,91000
254,2021-01-12,90300,91400,87800,89376.71875,48682416,0,-0.44,1097.8,0.31,3799.610107,31008.68945,13036.42969,1.131999969,90600
255,2021-01-13,89800,91200,89100,88488.86719,36068848,0,-0.99,1099.9,0.19,3801.189941,31068.68945,13072.42969,1.138000011,89700
256,2021-01-14,88700,90000,88700,88488.86719,26393970,0,0,1095,-0.45,3809.840088,31060.4707,13128.9502,1.088000059,89700
257,2021-01-15,89800,91800,88000,86811.82813,33431809,0,-1.9,1100.3,0.48,3795.540039,30991.51953,13112.63965,1.128999949,88000
258,2021-01-18,86600,87300,84100,83852.32813,43227951,0,-3.41,1097.9,-0.22,3768.25,30814.25977,12998.5,1.097000003,85000
259,2021-01-19,84500,88000,83600,85825.32813,39895044,0,2.35,1104.4,0.59,3768.25,30814.25977,12998.5,,87000
260,2021-01-20,89000,89000,86500,86022.625,25211127,0,0.23,1102.1,-0.21,3798.909912,30930.51953,13197.17969,1.092000008,87200
261,2021-01-21,87500,88600,86500,86910.47656,25318011,0,1.03,1100,-0.19,3851.850098,31188.38086,13457.25,1.090000033,88100
262,2021-01-22,89000,89700,86800,85628.03125,30861661,0,-1.48,1099.2,-0.07,3853.070068,31176.00977,13530.91016,1.108999968,86800
263,2021-01-25,87000,89900,86300,88192.92188,27258534,0,3,1102.3,0.28,3841.469971,30996.98047,13543.05957,1.090999961,89400
264,2021-01-26,88800,89200,86500,85529.38281,33178936,0,-3.02,1103.2,0.08,3855.360107,30960,13635.99023,1.039999962,86700
265,2021-01-27,86600,87700,85600,84444.23438,26423070,0,-1.27,1103,-0.02,3849.620117,30937.03906,13626.05957,1.039999962,85600
266,2021-01-28,83200,85600,83200,82569.89063,31859808,0,-2.22,1104,0.09,3750.77002,30303.16992,13270.59961,1.014000058,83700
267,2021-01-29,84500,85000,82000,80892.83594,39615978,0,-2.03,1114.6,0.95,3787.379883,30603.35938,13337.16016,1.057000041,82000
268,2021-02-01,81700,83400,81000,81879.33594,28046832,0,1.22,1117.2,0.23,3714.23999,29982.61914,13070.69043,1.093000054,83000
269,2021-02-02,84100,86400,83700,83260.42969,26302077,0,1.69,1118,0.07,3773.860107,30211.91016,13403.38965,1.077000022,84400
270,2021-02-03,84800,85400,83400,83457.74219,22112205,0,0.24,1116.6,-0.13,3826.310059,30687.48047,13612.78027,1.105000019,84600
271,2021-02-04,83500,83800,82100,81386.08594,24171688,0,-2.48,1114,-0.23,3830.169922,30723.59961,13610.54004,1.131000042,82500
272,2021-02-05,83100,84000,82500,82372.59375,18036835,0,1.21,1116.7,0.24,3871.73999,31055.85938,13777.74023,1.139000058,83500
273,2021-02-08,83800,84200,83000,81879.33594,15338765,0,-0.6,1124,0.65,3886.830078,31148.24023,13856.2998,1.169999957,83000
274,2021-02-09,84000,84800,82700,81583.39063,20898332,0,-0.36,1119.1,-0.44,3915.590088,31385.75977,13987.63965,1.159999967,82700
275,2021-02-10,82600,82600,81600,80498.24219,23025766,0,-1.33,1116,-0.28,3911.22998,31375.83008,14007.7002,1.156999946,81600
276,2021-02-15,83800,84500,83300,83063.13281,23529706,0,3.19,1110.1,-0.53,3909.879883,31437.80078,13972.53027,1.133000016,84200
277,2021-02-16,84500,86000,84200,83753.6875,20483100,0,0.83,1103.1,-0.63,3909.879883,31437.80078,13972.53027,,84900
278,2021-02-17,83900,84200,83000,82076.64063,18307735,0,-2,1099.7,-0.31,3932.590088,31522.75,14047.5,1.299000025,83200
279,2021-02-18,83200,83600,82100,80991.49219,21327683,0,-1.32,1107.7,0.72,3931.330078,31613.01953,13965.49023,1.300999999,82100
280,2021-02-19,82300,82800,81000,81484.74219,25880879,0,0.61,1105.7,-0.18,3913.969971,31493.33984,13865.36035,1.286999941,82600
281,2021-02-22,83800,84200,82200,81090.13281,25419886,0,-0.48,1107.1,0.13,3906.709961,31494.32031,13874.45996,1.345000029,82200
282,2021-02-23,81200,82900,81100,80892.83594,20587314,0,-0.24,1106.5,-0.05,3876.5,31521.68945,13533.0498,1.370000005,82000
283,2021-02-24,81800,83600,81300,80892.83594,26807651,0,0,1110.8,0.39,3881.370117,31537.34961,13465.2002,1.361999989,82000
